Title,Location,Price,Size,Listing_Type,Link
Apartment for rent in Ghala,", Ghala, 956846XX",250 OMR,1111.0,For Rent,https://om.opensooq.com/en/search/265885303
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 969599XX",Chat,100.0,For Rent,https://om.opensooq.com/en/search/265885127
مكتب للايجار العذيبه/Office for rent in Al-AZAIBA,", Azaiba, 721340XX",900 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265884599
"فيلا للايجار الحيل سكني استخدام تجاري/Villa for rent in Al Hail, residential and commercial use",", Al-Hail, 721340XX","3,200 OMR",1380.0,For Rent,https://om.opensooq.com/en/search/265884485
70 m2 1 Bedroom Apartments for Rent in Muscat Al Mouj,", Al Mouj, 721340XX",550 OMR,70.0,For Rent,https://om.opensooq.com/en/search/265884025
67096 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 998001XX",45 OMR,67096.0,For Rent,https://om.opensooq.com/en/search/265883991
محلات للإيجار - العامرات - المحج - قريب من المنطقة السكنية,", Amerat, 991130XX",100 OMR,25.0,For Rent,https://om.opensooq.com/en/search/265883845
110 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,", Qurm, 980072XX",500 OMR,110.0,For Rent,https://om.opensooq.com/en/search/265883251
175 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 996742XX",25 OMR,175.0,For Rent,https://om.opensooq.com/en/search/265880917
100 m2 Studio Apartments for Rent in Al Dakhiliya Nizwa,", Nizwa, 998182XX",200 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265882617
140 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 992434XX",20 OMR,140.0,For Rent,https://om.opensooq.com/en/search/265878853
SR-MA-822 Villa for rent in a compound in bousher .,", Bosher, 979901XX",650 OMR,450.0,For Rent,https://om.opensooq.com/en/search/265882231
Furnished Daily in Muscat Al-Sifah,", Al-Sifah, 711601XX",20 OMR,,For Rent,https://om.opensooq.com/en/search/265881663
SR-AH-808 Attached villa in a complex in Alhail south .,", Al-Hail, 979901XX",400 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265881871
Unfurnished Monthly in Muscat Seeb,", Seeb, 957336XX",95 OMR,,For Rent,https://om.opensooq.com/en/search/265551803
222 m2 1 Bedroom Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 974007XX",10 OMR,222.0,For Rent,https://om.opensooq.com/en/search/265881577
SR-IB-697 Shops for rent in Almawaleh South .,", Al Mawaleh, 979901XX",390 OMR,40.0,For Rent,https://om.opensooq.com/en/search/265881459
SR-SM-590 Attached villa in a compound in almawaleh south .,", Al Mawaleh, 979901XX",650 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265881325
Furnished Monthly in Muscat Bosher,", Bosher, 998232XX",350 OMR,,For Rent,https://om.opensooq.com/en/search/265881151
1bhk in elkwer rwasco opposite bank moscut  غرفتاه وصاله ف الخوير رواسكو مقابل بنك مسقط والخدمات,", Al Khuwair, 998232XX",290 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265880973
SR-MP-651 Office for rent in Almawaleh in a prime location.,", Al Mawaleh, 979901XX",260 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265880961
500 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 939177XX",18 OMR,500.0,For Rent,https://om.opensooq.com/en/search/265880811
10 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 725720XX",40 OMR,10.0,For Rent,https://om.opensooq.com/en/search/265880637
300 m2 Studio Apartments for Rent in Al Batinah Other,", Other, 773841XX",50 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265879671
120 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 914541XX",Chat,120.0,For Rent,https://om.opensooq.com/en/search/265858125
Brand New Shop for Rent in Muscat Pavilion Mall - Muscat Hills / محل جديد للايجار في مسقط هيلز,", Muscat Hills, 954952XX",700 OMR,47.0,For Rent,https://om.opensooq.com/en/search/265878613
3BHK Flat for rent in Qurum - شقة 3 غرف للايجار في القرم,", Qurm, 954952XX",290 OMR,110.0,For Rent,https://om.opensooq.com/en/search/265877979
Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 784717XX",120 OMR,,For Rent,https://om.opensooq.com/en/search/265877919
"Luxury 2BHK in Tunes Building, Ruwi for Rent شقة للايجار في روي",", Ruwi, 990142XX",250 OMR,110.0,For Rent,https://om.opensooq.com/en/search/265877703
100 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 713399XX",15 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265876195
Furnished Monthly in Muscat Al Khuwair,", Al Khuwair, 799990XX",180 OMR,,For Rent,https://om.opensooq.com/en/search/265876167
Furnished Monthly in Muscat Al Khoud,", Al Khoud, 924354XX",110 OMR,,For Rent,https://om.opensooq.com/en/search/265875469
600 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 909192XX",30 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265875237
150 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 961876XX",20 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265875099
450 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 989965XX",40 OMR,450.0,For Rent,https://om.opensooq.com/en/search/265874597
91 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 974633XX",30 OMR,91.0,For Rent,https://om.opensooq.com/en/search/265820149
80 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 947988XX",45 OMR,80.0,For Rent,https://om.opensooq.com/en/search/265820165
250 m2 4 Bedrooms Villa for Rent in Muscat Qurm,", Qurm, 944414XX",700 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265874077
معرض للايجار في شارع النزهة- Showroom for rent,", Al Maabilah, 944414XX",10 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265873823
300 m2 5 Bedrooms Villa for Rent in Muscat Seeb,", Seeb, 977402XX",600 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265873557
Misfah - WAREHOUSE Available DISCOUNTED Rate,", Misfah, 911173XX",300 OMR,280.0,For Rent,https://om.opensooq.com/en/search/265871847
Spacious vila in MQ for rent,", Madinat As Sultan Qaboos, 956846XX",750 OMR,1111.0,For Rent,https://om.opensooq.com/en/search/265871719
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 991133XX",75 OMR,,For Rent,https://om.opensooq.com/en/search/265817503
250 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 909597XX",10 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265816495
600 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,", Ghubrah, 906027XX",180 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265870503
5 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 717104XX",30 OMR,5.0,For Rent,https://om.opensooq.com/en/search/265870177
محل العنایة سيارات,", Al Khoud, 923515XX","2,100 OMR",55.0,For Rent,https://om.opensooq.com/en/search/265711865
150 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 996207XX",20 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265869955
3 Bedrooms Chalet for Rent in Al Batinah Al Khaboura,", Al Khaboura, 792220XX",45 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265867779
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 788974XX",20 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265815167
big room near mabeila south / غرفة واسعة بالقرب من المعبيلة الجنوبية,", Al Maabilah, 775973XX",75 OMR,48.0,For Rent,https://om.opensooq.com/en/search/248569931
محل تجاري/صناعي للإيجار في مدينة سندان   / Commercial/Industrial Shop for Rent in Sana,", Al Maabilah, 775973XX",100 OMR,60.0,For Rent,https://om.opensooq.com/en/search/248442217
44 m2 Studio Apartments for Rent in Muscat Halban,", Halban, 775973XX",70 OMR,44.0,For Rent,https://om.opensooq.com/en/search/248121557
khareef khareefsalalah,", Salala, 923389XX",70 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265814849
70 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 960334XX",400 OMR,70.0,For Rent,https://om.opensooq.com/en/search/265868985
50 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,", Al Khuwair, 947967XX",160 OMR,50.0,For Rent,https://om.opensooq.com/en/search/265868825
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 774443XX",25 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265868627
20 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 965408XX",12 OMR,20.0,For Rent,https://om.opensooq.com/en/search/265867979
فله  ارضيه مفروشه ومستقله تتكون من ثلاث غرف ومجلس وصالتين و4 دورات مياه وغرفه ملابس ومطبخ,", Salala, 939444XX",60 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265868367
Furnished Monthly in Muscat Al Khoud,", Al Khoud, 976355XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/265868219
Room for sharing,", Wadi Al Kabir, 940337XX",35 OMR,,For Rent,https://om.opensooq.com/en/search/265867729
ارض للإيجار في صور Fenced land for rent in Sur,", Sur, 992229XX",400 OMR,800.0,For Rent,https://om.opensooq.com/en/search/265814533
10000 m2 3 Bedrooms Apartments for Rent in Muscat Al Maabilah,", Al Maabilah, 935648XX",190 OMR,10000.0,For Rent,https://om.opensooq.com/en/search/265848399
Furnished Monthly in Muscat Al Mawaleh,", Al Mawaleh, 942181XX",80 OMR,,For Rent,https://om.opensooq.com/en/search/265867341
منزل للإجار اليومي في الاشخره,", Other, 996646XX",20 OMR,999.0,For Rent,https://om.opensooq.com/en/search/265867277
140 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 768088XX",65 OMR,140.0,For Rent,https://om.opensooq.com/en/search/265812929
102 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 772111XX",30 OMR,102.0,For Rent,https://om.opensooq.com/en/search/265812821
50 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 929374XX",1 OMR,50.0,For Rent,https://om.opensooq.com/en/search/265866665
280 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 950633XX",1 OMR,280.0,For Rent,https://om.opensooq.com/en/search/265864673
300 m2 3 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 726939XX",125 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265863073
55 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,", Al Khoud, 952111XX",165 OMR,55.0,For Rent,https://om.opensooq.com/en/search/265861163
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 959829XX",90 OMR,,For Rent,https://om.opensooq.com/en/search/265806207
Furnished Monthly in Muscat Al-Hail,", Al-Hail, 933282XX",65 OMR,,For Rent,https://om.opensooq.com/en/search/265189837
Room for rent,", Al Khuwair, 967077XX",80 OMR,40.0,For Rent,https://om.opensooq.com/en/search/265804413
100 m2 1 Bedroom Apartments for Rent in Muscat Bosher,", Bosher, 719271XX",270 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265858011
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 944666XX",25 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265803053
Furnished Daily in Al Dakhiliya Nizwa,", Nizwa, 767237XX",8 OMR,,For Rent,https://om.opensooq.com/en/search/265802493
250 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Al Mudaibi,", Al Mudaibi, 958505XX",100 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265800715
Furnished Monthly in Muscat Al Khoud,", Al Khoud, 923401XX",50 OMR,,For Rent,https://om.opensooq.com/en/search/265854847
shared bed space available for Rent For only pakistan,", Al Mawaleh, 921049XX",70 OMR,,For Rent,https://om.opensooq.com/en/search/265854271
Brand New Building for Rent – Prime Location in Bousher عمارة جديدة للإيجار – موقع مميز في بوشر,", Bosher, 717163XX",320 OMR,90.0,For Rent,https://om.opensooq.com/en/search/265831759
Fully Furnished 3BHK Apartment for Rent – Madinat Qaboos  شقة مفروشة بالكامل للإيجار – مدينة قابوس,", Madinat As Sultan Qaboos, 717163XX",450 OMR,120.0,For Rent,https://om.opensooq.com/en/search/265832181
620 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 901280XX",80 OMR,620.0,For Rent,https://om.opensooq.com/en/search/265799665
room for rent,", Al Khuwair, 765068XX",100 OMR,,For Rent,https://om.opensooq.com/en/search/265799377
150 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,", Amerat, 912067XX",1 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265853121
98 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,", Al Khoud, 720005XX",160 OMR,98.0,For Rent,https://om.opensooq.com/en/search/265800511
Furnished Daily in Dhofar Salala,", Salala, 961331XX",20 OMR,,For Rent,https://om.opensooq.com/en/search/265851167
400 m2 3 Bedrooms Villa for Rent in Dhofar Salala,", Salala, 959783XX",80 OMR,400.0,For Rent,https://om.opensooq.com/en/search/265849213
55 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 797499XX",20 OMR,55.0,For Rent,https://om.opensooq.com/en/search/265794401
1 Bhk in al ghubra opposite Indian school Including bills,", Ghubrah, 947967XX",215 OMR,65.0,For Rent,https://om.opensooq.com/en/search/265848031
Furnished Daily in Dhofar Salala,", Salala, 767787XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/265847823
Unfurnished Monthly in Muscat Seeb,", Seeb, 974444XX",110 OMR,,For Rent,https://om.opensooq.com/en/search/265847265
190 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 960995XX",1 OMR,190.0,For Rent,https://om.opensooq.com/en/search/265847169
250 m2 3 Bedrooms Townhouse for Rent in Dhofar Other,", Other, 943894XX",50 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265793271
Unfurnished Monthly in Muscat Al Khoud,", Al Khoud, 925011XX",110 OMR,,For Rent,https://om.opensooq.com/en/search/265846647
500 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,", Nizwa, 973566XX",15 OMR,500.0,For Rent,https://om.opensooq.com/en/search/265846233
7 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 766599XX",230 OMR,7.0,For Rent,https://om.opensooq.com/en/search/265791913
محل تجاري في المعبيلة الصناعيه بلوك 1,", Al Maabilah, 769918XX",300 OMR,47.0,For Rent,https://om.opensooq.com/en/search/265845149
2 Bedrooms Chalet for Rent in Al Batinah Sohar,", Sohar, 979266XX",40 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265845047
200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 722057XX",20 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265791395
محلات تجارية للإيجار في موقع استراتيجي بالمعبيلة – مسقط  مساحة 32 متر  مواقف سيارات  فرصة ذهبي,", Al Maabilah, 795488XX",180 OMR,32.0,For Rent,https://om.opensooq.com/en/search/265844925
Furnished Monthly in Muscat Al Maabilah,", Al Maabilah, 764974XX",85 OMR,,For Rent,https://om.opensooq.com/en/search/265791197
محلات للإيجار ف سور الـ حديد,", Seeb, 998949XX",150 OMR,350.0,For Rent,https://om.opensooq.com/en/search/265844611
1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 769774XX",15 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265788565
90 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 919795XX",30 OMR,90.0,For Rent,https://om.opensooq.com/en/search/265841607
1 bhk for rent furnished including all,", Azaiba, 922430XX",165 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265734353
63 m2 1 Bedroom Apartments for Rent in Muscat Bosher,", Bosher, 964877XX",230 OMR,63.0,For Rent,https://om.opensooq.com/en/search/265840359
3 Bedrooms Chalet for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 962201XX",45 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265840615
80 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 727234XX",20 OMR,80.0,For Rent,https://om.opensooq.com/en/search/265839863
2 room for rent in ghubrah,", Ghubrah, 771688XX",120 OMR,,For Rent,https://om.opensooq.com/en/search/265839985
60 m2 Studio Apartments for Rent in Dhofar Salala,", Salala, 711733XX",30 OMR,60.0,For Rent,https://om.opensooq.com/en/search/265837925
500 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 770676XX",35 OMR,500.0,For Rent,https://om.opensooq.com/en/search/265814341
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 790536XX",40 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265784789
60 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 967687XX",45 OMR,60.0,For Rent,https://om.opensooq.com/en/search/265784211
Fully furnished apartment for rent in Alkhuwair,", Al Khuwair, 956846XX",190 OMR,1111.0,For Rent,https://om.opensooq.com/en/search/265836681
300 m2 5 Bedrooms Villa for Rent in Muscat Al Maabilah,", Al Maabilah, 977402XX",450 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265836531
400 m2 3 Bedrooms Apartments for Rent in Al Sharqiya Sur,", Sur, 904440XX",180 OMR,400.0,For Rent,https://om.opensooq.com/en/search/265836243
50 m2 Studio Apartments for Rent in Muscat Azaiba,", Azaiba, 920353XX",160 OMR,50.0,For Rent,https://om.opensooq.com/en/search/265835293
300 m2 3 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 973397XX",1 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265835303
معرض متكامل للايجار,", Ibri, 922001XX",1 OMR,2000.0,For Rent,https://om.opensooq.com/en/search/265834015
Unfurnished Monthly in Al Batinah Saham,", Saham, 997540XX",85 OMR,,For Rent,https://om.opensooq.com/en/search/265833387
300 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 988996XX",100 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265830075
4 Bedrooms Chalet for Rent in Dhofar Mirbat,", Mirbat, 990972XX",130 OMR,400.0,For Rent,https://om.opensooq.com/en/search/264829785
270 m2 3 Bedrooms Apartments for Rent in Muscat Amerat,", Amerat, 940998XX",250 OMR,270.0,For Rent,https://om.opensooq.com/en/search/265827483
600 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 952418XX",20 OMR,600.0,For Rent,https://om.opensooq.com/en/search/265827017
60 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 947558XX",50 OMR,60.0,For Rent,https://om.opensooq.com/en/search/265773741
Furnished Daily in Al Dakhiliya Nizwa,", Nizwa, 767236XX",8 OMR,,For Rent,https://om.opensooq.com/en/search/265826887
luxury villa in south mwaleh,", Al Mawaleh, 901003XX",470 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265826667
5 Bedrooms Chalet for Rent in Al Batinah Barka,", Barka, 954300XX",55 OMR,800.0,For Rent,https://om.opensooq.com/en/search/265826335
65 m2 1 Bedroom Apartments for Rent in Dhofar Salala,", Salala, 962105XX",45 OMR,65.0,For Rent,https://om.opensooq.com/en/search/265825975
للإيجار محلات جديده وحوش واسع في ولايه صور,", Sur, 923612XX",130 OMR,40.0,For Rent,https://om.opensooq.com/en/search/265824781
محلات في موقع ممتاز قريب جامع سعيد بن تيمور ومشروع ليوان المعبيلة,", Al Maabilah, 951596XX",150 OMR,30.0,For Rent,https://om.opensooq.com/en/search/265824777
Furnished Daily in Muscat Bosher,", Bosher, 975552XX",10 OMR,,For Rent,https://om.opensooq.com/en/search/265771757
"Open plan office space for 10 persons in Muscat, Pearl Square",", Muscat Hills, 912139XX","1,007 OMR",45.0,For Rent,https://om.opensooq.com/en/search/265822031
"Private office space for 2 persons in MUSCAT, Beach One",", Muttrah, 912139XX",215 OMR,10.0,For Rent,https://om.opensooq.com/en/search/265821935
"Private office space for 3 persons in MUSCAT, Hormuz Grand",", Muttrah, 990158XX",461 OMR,15.0,For Rent,https://om.opensooq.com/en/search/265821817
"Flexible office memberships in MUSCAT, Shatti Al Qurum",", Muttrah, 912139XX",89 OMR,8.0,For Rent,https://om.opensooq.com/en/search/265821723
"Private office space for 3 persons in MUSCAT, Al Khuwair",", Al Khuwair, 959154XX",508 OMR,385.0,For Rent,https://om.opensooq.com/en/search/265821613
"Fully serviced private office space for you and your team in Muscat, Pearl Square",", Muscat Hills, 912139XX",159 OMR,8.0,For Rent,https://om.opensooq.com/en/search/265821545
Alkhuwer 33 studio room bathroom kitchen near Saeed bin Taimur Mosque الخوير 33 استوديو للايجار,", Al Khuwair, 970050XX",160 OMR,30.0,For Rent,https://om.opensooq.com/en/search/264783661
102 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,", Al Mawaleh, 989877XX",200 OMR,102.0,For Rent,https://om.opensooq.com/en/search/265820503
Unfurnished Monthly in Al Batinah Sohar,", Sohar, 980360XX",30 OMR,,For Rent,https://om.opensooq.com/en/search/265820121
1000 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 929983XX",20 OMR,1000.0,For Rent,https://om.opensooq.com/en/search/265819743
101 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,", Ansab, 907767XX",320 OMR,101.0,For Rent,https://om.opensooq.com/en/search/265766585
2 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,", Nizwa, 962708XX",35 OMR,180.0,For Rent,https://om.opensooq.com/en/search/265819505
SUBWAY RESTAURANT ALL ORIGINAL EQUIPMENT READY TO USE,", Azaiba, 906666XX","3,000 OMR",90.0,For Rent,https://om.opensooq.com/en/search/265818127
ملحق كمستودع لحفظ الأغراض,", Seeb, 964670XX",80 OMR,50.0,For Rent,https://om.opensooq.com/en/search/265817961
300 m2 More than 6 bedrooms Villa for Rent in Muscat Al Maabilah,", Al Maabilah, 997773XX",550 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265817879
65 m2 1 Bedroom Apartments for Rent in Muscat Al Khoud,", Al Khoud, 955530XX",250 OMR,65.0,For Rent,https://om.opensooq.com/en/search/264345233
Furnished Monthly in Muscat Azaiba,", Azaiba, 996275XX",150 OMR,,For Rent,https://om.opensooq.com/en/search/265816607
Murooj Al Zain – Salalah’s Hidden Gem  الخريف غير مع تمليك,", Salala, 921555XX",80 OMR,,For Rent,https://om.opensooq.com/en/search/265816541
Beautiful & Spacious 5-Bedroom Standalone Villa Available For Rent In Mawaleh South,", Al Mawaleh, 905099XX",750 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265816501
-مكتب راقية للإيجار جاهزه -مساحات مكتبية  -غرف اجتماعات -قاعات للاجتماعات -مساحات مشتركة,", Bosher, 718778XX",90 OMR,574013.0,For Rent,https://om.opensooq.com/en/search/265816421
250 m2 2 Bedrooms Townhouse for Rent in Al Sharqiya Bidiya,", Bidiya, 991193XX",90 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265649713
100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 913763XX",25 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265816037
Stunning Townhouse for Rent in Bosher  REF 678TB,", Bosher, 985599XX",750 OMR,300.0,For Rent,https://om.opensooq.com/en/search/262049601
"Monthly,daily and  weekly  Furnished   Room   in   Muscat in   Al Maabilah",", Al Maabilah, 992812XX",115 OMR,,For Rent,https://om.opensooq.com/en/search/264785341
Luxurious Sea View Villa for Rent – North Al Hail  فيلا فاخرة مطلة على البحر – الحيل الشمالية,", Al-Hail, 717163XX",850 OMR,200.0,For Rent,https://om.opensooq.com/en/search/265669919
1 m2 3 Bedrooms Apartments for Rent in Muscat Al Khoud,", Al Khoud, 993409XX",165 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265815403
Elegant Apartment for Rent in Bousher – Prime Location! شقة راقية للإيجار في بوشر,", Bosher, 717163XX",350 OMR,95.0,For Rent,https://om.opensooq.com/en/search/265803121
100 m2 2 Bedrooms Apartments for Rent in Muscat Ghubrah,", Ghubrah, 970303XX",265 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265815123
Luxury Villa for Rent in Al Ansab – Near Nesto   فيلا فاخرة للإيجار في الأنصب – بالقرب من نستو,", Ansab, 717163XX",520 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265670803
Al khuwair-Near to KM trading-1 BHK flat-OMR 230 only!!,", Al Khuwair, 967189XX",230 OMR,60.0,For Rent,https://om.opensooq.com/en/search/265814987
Luxurious Villas for Rent in MQ  فلل فاخرة للإيجار في مدينة السلطان قابوس,", Madinat As Sultan Qaboos, 717163XX","1,000 OMR",416.0,For Rent,https://om.opensooq.com/en/search/265672205
مخازن في البيسمنت في الخوض السابعة بشارع مزون الخط الاول,", Al Khoud, 997773XX",320 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265814783
Unfurnished Monthly in Muscat Al Maabilah,", Al Maabilah, 978967XX",90 OMR,,For Rent,https://om.opensooq.com/en/search/265814573
Furnished Monthly in Al Sharqiya Ibra,", Ibra, 727507XX",80 OMR,,For Rent,https://om.opensooq.com/en/search/265814459
150 m2 3 Bedrooms Apartments for Rent in Dhofar Taqah,", Taqah, 953377XX",1 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265814423
80 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,", Al Mawaleh, 723970XX",170 OMR,80.0,For Rent,https://om.opensooq.com/en/search/265761243
محل للبيع بالكامل في الثرامد,", Barka, 938313XX","2,900 OMR",100.0,For Rent,https://om.opensooq.com/en/search/265814139
1 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ibra,", Ibra, 997949XX",120 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265760063
مخزن مساحة 250 متر  للإيجار في المعبيلة الصناعية رقم 13,", Al Maabilah, 919595XX",900 OMR,250.0,For Rent,https://om.opensooq.com/en/search/265813117
2 Bedrooms Chalet for Rent in Al Sharqiya Other,", Other, 998009XX",40 OMR,160.0,For Rent,https://om.opensooq.com/en/search/265812939
Furnished Daily in Dhofar Salala,", Salala, 990505XX",15 OMR,,For Rent,https://om.opensooq.com/en/search/265812617
105 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 977703XX",35 OMR,105.0,For Rent,https://om.opensooq.com/en/search/265812593
150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 980556XX",35 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265758983
1 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 951262XX",55 OMR,1.0,For Rent,https://om.opensooq.com/en/search/265755707
300 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 967870XX",45 OMR,300.0,For Rent,https://om.opensooq.com/en/search/265800687
208 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,", Salala, 775844XX",20 OMR,208.0,For Rent,https://om.opensooq.com/en/search/265806457
150 m2 2 Bedrooms Townhouse for Rent in Dhofar Salala,", Salala, 990805XX",35 OMR,150.0,For Rent,https://om.opensooq.com/en/search/265805893
For rent luxury appartment in wadi alkabeer behind jal jalalah mosque on the first raw line street,", Wadi Al Kabir, 969609XX",170 OMR,100.0,For Rent,https://om.opensooq.com/en/search/265804891
